customer_key,name,address,nation,region,phone_number,account_balance,market_segment
199,Customer#000000199,"lBU3xll,a7e9TYm3 UyjDPCVMvnHKpq,9HW1X",EGYPT,MIDDLE EAST,14-136-924-5232,7654.31,FURNITURE
200,Customer#000000200,x1 H5c66DUgH2pgNTJhw6eZKgrAz,MOZAMBIQUE,AFRICA,26-472-302-4189,9967.6,BUILDING
201,Customer#000000201,yWLtmd5usyjsCvyL1QJsBorC,BRAZIL,AMERICA,12-759-183-9859,4614.4,MACHINERY
202,Customer#000000202,Q0uJ1frCbi9yvu,GERMANY,EUROPE,17-905-805-4635,2237.64,AUTOMOBILE
203,Customer#000000203,2fRlubh lWRinCs1nimADdn,ARGENTINA,AMERICA,11-886-563-6149,7960.63,MACHINERY
204,Customer#000000204,7U7u2KryFP,FRANCE,EUROPE,16-761-837-4820,-627.76,BUILDING
205,Customer#000000205,"jOTQBGb nhfBMu3,LIN62WogLDBO0w",JAPAN,ASIA,22-356-437-1311,7161.52,BUILDING
206,Customer#000000206,"xsg,ehRHS5OKqyBR5YtoPm8myz",INDONESIA,ASIA,19-976-832-3312,-274.79,AUTOMOBILE
207,Customer#000000207,ewz5JNnxJPmPGY,VIETNAM,ASIA,31-562-675-6475,-439.98,AUTOMOBILE
208,Customer#000000208,"Abye1MwcNfY0KO6yqv,Wwe",ROMANIA,EUROPE,29-859-139-6234,6239.89,MACHINERY
209,Customer#000000209,iBvmxOZV3qXMYQW3W4Oo7YFhdV,MOZAMBIQUE,AFRICA,26-207-121-7721,8873.46,FURNITURE
210,Customer#000000210,13cFL9sG1nrGERURN9WZI0,SAUDI ARABIA,MIDDLE EAST,30-876-248-9750,7250.14,HOUSEHOLD
211,Customer#000000211,URhlVPzz4FqXem,JORDAN,MIDDLE EAST,23-965-335-9471,4198.72,BUILDING
212,Customer#000000212,19U0iZ3GtDdrsn,GERMANY,EUROPE,17-382-405-4333,957.58,BUILDING
213,Customer#000000213,NpqMYBhBcWk8mnEta,UNITED STATES,AMERICA,34-768-700-9764,9987.71,HOUSEHOLD
214,Customer#000000214,MpCwhcLrbcIM7AeKS9tRM09by,INDIA,ASIA,18-180-678-6165,1526.59,MACHINERY
215,Customer#000000215,8H76xbBhde HY70BrYqGEFmVPXqlm8pgjjxh,INDONESIA,ASIA,19-564-446-4758,3379.2,FURNITURE
216,Customer#000000216,LXH7wSv4I6GG6TAkLOyLcMh559a8Y,VIETNAM,ASIA,31-296-111-5448,-776.08,FURNITURE
217,Customer#000000217,YIy05RMdthrXqdfnNKud,UNITED KINGDOM,EUROPE,33-159-298-3849,378.33,AUTOMOBILE
218,Customer#000000218," V1FCIeSseuyNGYfHS Rx0,sc4IsBfReV",EGYPT,MIDDLE EAST,14-480-931-8567,9541.19,MACHINERY
219,Customer#000000219,eTjiL01eyoKiAe2WQoz3EpPg2lvSLeOu2X2wyxK,IRAQ,MIDDLE EAST,21-159-138-6090,9858.57,AUTOMOBILE
220,Customer#000000220,TbUHVhkttz,MOZAMBIQUE,AFRICA,26-201-301-7371,9131.64,BUILDING
221,Customer#000000221,ripNyyPOewg8AahnZlsM,MOZAMBIQUE,AFRICA,26-351-738-1001,1609.39,BUILDING
222,Customer#000000222,gAPkFjwxX1Zq 2Yq6 FIfLdJ4yUOt4Al7DL18Ou,ARGENTINA,AMERICA,11-722-672-5418,8893.76,BUILDING
223,Customer#000000223,"ftau6Pk,brboMyEl,,kFm",SAUDI ARABIA,MIDDLE EAST,30-193-643-1517,7476.2,BUILDING
224,Customer#000000224,4tCJvf30WagGfacqcAqmfCptu2cbMVcj2M7Y0W,MOROCCO,AFRICA,25-224-867-3668,8465.15,BUILDING
225,Customer#000000225,2HFk1E0fmqs,JORDAN,MIDDLE EAST,23-979-183-7021,8893.2,AUTOMOBILE
226,Customer#000000226,ToEmqB90fM TkLqyEgX8MJ8T8NkK,CANADA,AMERICA,13-452-318-7709,9008.61,AUTOMOBILE
227,Customer#000000227,7wlpEBswtXBPNODASgCUt8OZQ,JORDAN,MIDDLE EAST,23-951-816-2439,1808.23,MACHINERY
228,Customer#000000228,A1Zvuxjdpt8TZP6i41H3fn9csGqOJUm5x0NIS1LA,SAUDI ARABIA,MIDDLE EAST,30-435-915-1603,6868.12,FURNITURE
229,Customer#000000229,Sbvjxgmwy4u6Ks1FH7lxo7toMmeU5dG,ARGENTINA,AMERICA,11-243-298-4029,7568.07,BUILDING
230,Customer#000000230,CnR8xt3MYqID0tiHwYh,VIETNAM,ASIA,31-744-950-8047,1682.83,MACHINERY
231,Customer#000000231,WFOhG9Z9ohRdsyuYnPvBSv,IRAN,MIDDLE EAST,20-825-880-1065,283.55,BUILDING
232,Customer#000000232,"oA9o,3YOXu2rzKONdd,cxpqCFXUv5kuxBYKp",RUSSIA,EUROPE,32-283-563-2674,554.71,HOUSEHOLD
233,Customer#000000233,mFm45wZ7rV4VIbEE1F4,CANADA,AMERICA,13-574-104-3221,3998.24,FURNITURE
234,Customer#000000234,ILyuJbixVmrNEVxsfQOMFxByySs,CHINA,ASIA,28-243-424-1393,8383.51,AUTOMOBILE
235,Customer#000000235,bp0rIBMh4fMdQnHBmMnB,CANADA,AMERICA,13-350-790-6416,754.41,AUTOMOBILE
236,Customer#000000236,"kcW,mM0rhIstAcVaol1,6DVkS FPKlhY",KENYA,AFRICA,24-808-967-4503,5384.59,AUTOMOBILE
237,Customer#000000237,R dtznB5ocPPo,ROMANIA,EUROPE,29-414-970-5238,-160.02,HOUSEHOLD
238,Customer#000000238,tE0lVKK3tz5AG2 Hal2XHwE485g5MX7,MOZAMBIQUE,AFRICA,26-307-925-1236,3482.32,HOUSEHOLD
239,Customer#000000239,w8eRmMOmUTjVOkucbfcGDh2AqCixTOC,INDONESIA,ASIA,19-699-117-6988,5398.77,FURNITURE
240,Customer#000000240,SXfeEOwRZsXArtY3C5UWqXgLcJBAMmaynaTJs8,INDONESIA,ASIA,19-756-548-7835,7139.68,MACHINERY
241,Customer#000000241,"FBuwHkPR450PvnZnAezcaeMaS,hX3Ifdk",INDONESIA,ASIA,19-344-614-2207,6569.34,AUTOMOBILE
242,Customer#000000242,apgzK3HWAjKHFteJ16Tg3OERViesqBbx,CANADA,AMERICA,13-324-350-3564,1975.41,MACHINERY
243,Customer#000000243,te2FOn8xJzJinZc,GERMANY,EUROPE,17-297-684-7972,620.73,AUTOMOBILE
244,Customer#000000244,FBVbCpEVaFaP8KogqQO2VuXeVx,MOROCCO,AFRICA,25-621-225-8173,2506.38,HOUSEHOLD
245,Customer#000000245,IseFIO7jTGPTzAdZPoO2X4VX48Hy,JAPAN,ASIA,22-952-232-2729,3720.15,MACHINERY
246,Customer#000000246,WrRUR0ds6iypmopww9y9t0NJBRbke78qJm,MOROCCO,AFRICA,25-608-618-2590,9584.96,AUTOMOBILE
247,Customer#000000247,N8q4W4QQG2mHY47Dg6,SAUDI ARABIA,MIDDLE EAST,30-151-905-3513,8495.92,HOUSEHOLD
248,Customer#000000248,mgT15r8asLyaED,IRAN,MIDDLE EAST,20-447-727-8914,8908.35,FURNITURE
249,Customer#000000249,0XE2fhX7j2uivaHBrFuRl1NoJnaTSIQT,CANADA,AMERICA,13-226-455-7727,-234.01,MACHINERY
250,Customer#000000250,9hif3yif6z8w8pW88F755PU7uz,MOZAMBIQUE,AFRICA,26-464-852-1461,2869.97,FURNITURE
251,Customer#000000251,Z9fdQmv07C3k hxwt9nchhuQiqC4wox85se8EW7L,JORDAN,MIDDLE EAST,23-975-623-5949,9585.32,HOUSEHOLD
252,Customer#000000252,db1bPFF xUkJYzvE3cBtqYeDn2 u,MOZAMBIQUE,AFRICA,26-330-347-9201,3561.74,FURNITURE
253,Customer#000000253,naGyIRPFPH E,MOROCCO,AFRICA,25-461-140-9884,9139.52,AUTOMOBILE
254,Customer#000000254,"vQ,pEzMQaFgJzK4TJ2eA",ARGENTINA,AMERICA,11-451-622-6325,1915.35,MACHINERY
255,Customer#000000255,I8Wz9sJBZTnEFG08lhcbfTZq3S,CANADA,AMERICA,13-924-679-8287,3196.07,BUILDING
256,Customer#000000256,eJ6AggYh80JMEzZNwYK4CIC2flT,IRAN,MIDDLE EAST,20-229-271-4429,1299.92,HOUSEHOLD
257,Customer#000000257,LyIa26EXYaSU,GERMANY,EUROPE,17-816-687-2155,-339.85,AUTOMOBILE
258,Customer#000000258,7VbADek8qYezQYotxNUmnNI,JAPAN,ASIA,22-278-425-9944,6022.27,MACHINERY
259,Customer#000000259,kwh9i86Wj1Zq14nwTdhxapIkLEI,ETHIOPIA,AFRICA,15-907-674-2046,3335.29,HOUSEHOLD
260,Customer#000000260,CrHY2zx4vner4,ARGENTINA,AMERICA,11-708-529-9446,9196.11,MACHINERY
261,Customer#000000261,dXkVi8qahjP,JAPAN,ASIA,22-494-898-7855,7094.22,AUTOMOBILE
262,Customer#000000262,DcUOAFBxMu8oGKvIqbDx7xgeZ,EGYPT,MIDDLE EAST,14-698-169-5201,1561.8,AUTOMOBILE
263,Customer#000000263,"Y2pxeGWkTyaq,0RCzIbZ3",ARGENTINA,AMERICA,11-276-906-3193,1162.03,FURNITURE
264,Customer#000000264,24Akixb4hqpRD,IRAQ,MIDDLE EAST,21-881-683-3829,3195.83,MACHINERY
265,Customer#000000265,"sthiqpj6CPAKbD7BBSz9ulRuF9d,ebfaiTc",PERU,AMERICA,27-716-734-2046,8275.8,MACHINERY
266,Customer#000000266,VSIEruiMdDvjDaTQxkuK60Yw3AGxO,ALGERIA,AFRICA,10-474-243-3974,5481,HOUSEHOLD
267,Customer#000000267,"el7 bYzj1USp6T5i3KpfZ43jKegbdO,Jd69",MOROCCO,AFRICA,25-402-954-8909,3166.94,AUTOMOBILE
268,Customer#000000268,tkSLQoOpfOa601itad05EcN0UmhjZXdyKRc0r,CANADA,AMERICA,13-720-469-5207,6821.01,MACHINERY
269,Customer#000000269,J7kLF9iPOQA 7CVwAmQRpwfZPDJ2q5Seu2Vj1gh,KENYA,AFRICA,24-570-874-6232,7667.35,MACHINERY
270,Customer#000000270,",rdHVwNKXKAgREU",GERMANY,EUROPE,17-241-806-3530,9192.5,AUTOMOBILE
271,Customer#000000271,"O,HceV3 XE77Yx",FRANCE,EUROPE,16-621-282-5689,1490.35,MACHINERY
272,Customer#000000272," YDjKpjXEe0A6rDE",BRAZIL,AMERICA,12-324-877-9650,-746.03,MACHINERY
273,Customer#000000273,"sOA,alhAw1juArjRLOd",BRAZIL,AMERICA,12-197-772-5736,-675.05,FURNITURE
274,Customer#000000274,adesXwNumnPqsKgsE1groEAwdKNgZ,ROMANIA,EUROPE,29-330-389-1442,4425.42,FURNITURE
275,Customer#000000275,M1UCTKrZLOgSyr,RUSSIA,EUROPE,32-194-864-6861,5067.31,AUTOMOBILE
276,Customer#000000276,iSWxETEMKe5cF,MOZAMBIQUE,AFRICA,26-716-357-3851,2292.67,AUTOMOBILE
277,Customer#000000277,BWGsQevHk0BfRJV3RRB ElFc,UNITED KINGDOM,EUROPE,33-696-831-5394,8876.1,BUILDING
278,Customer#000000278,4jqLjG 2aeYMFEJi,SAUDI ARABIA,MIDDLE EAST,30-445-570-5841,7621.56,BUILDING
279,Customer#000000279,9t2Wo1jK1TYnDGg6ODSMGf1W9hRT3F3VK5zxJOC,INDONESIA,ASIA,19-220-605-9025,9663.23,AUTOMOBILE
280,Customer#000000280,3fDiGmN64En0ei,IRAQ,MIDDLE EAST,21-537-461-3965,3952.84,BUILDING
281,Customer#000000281,x5gJ8IGm2Fo9Jigt,FRANCE,EUROPE,16-809-382-6446,4361.7,BUILDING
282,Customer#000000282,"wcCc, y1996DnOwnXu1i",CHINA,ASIA,28-251-599-2415,1125.45,HOUSEHOLD
283,Customer#000000283,jysHDuTKUKYEjdBhtI LqTttTp 7i2kvx1 O3A,GERMANY,EUROPE,17-111-303-1282,4450.03,AUTOMOBILE
284,Customer#000000284,2ZgAkaBgb6aigORfIfUd3kHbPi42,FRANCE,EUROPE,16-161-235-2690,593.52,AUTOMOBILE
285,Customer#000000285,"ApUL7bgFMUXGXewpoQyQOSnLeL9Vc1rrkW ",SAUDI ARABIA,MIDDLE EAST,30-235-130-1313,7276.72,FURNITURE
286,Customer#000000286,7 7uVDrpkWuozyEd,RUSSIA,EUROPE,32-274-308-4633,-109.73,HOUSEHOLD
287,Customer#000000287,KTsaTAJRC0eMYkyFm7EK3eeamHs7s,EGYPT,MIDDLE EAST,14-330-840-6321,1734.18,MACHINERY
288,Customer#000000288,eEs5rwc9AOJaKhvV,BRAZIL,AMERICA,12-674-136-5397,5339.43,HOUSEHOLD
289,Customer#000000289,"NUilehg0nVOkK3K1SW0,BAHCeST2JqKzuTMoGS",IRAN,MIDDLE EAST,20-456-773-7693,-215.75,AUTOMOBILE
290,Customer#000000290,8OlPT9G 8UqVXmVZNbmxVTPO8,EGYPT,MIDDLE EAST,14-458-625-5633,1811.35,MACHINERY
291,Customer#000000291,ZlLNbGxnQYMubQ9K,INDIA,ASIA,18-657-656-2318,4261.68,HOUSEHOLD
292,Customer#000000292,hCXh3vxC4uje9,IRAQ,MIDDLE EAST,21-457-910-2923,2975.43,HOUSEHOLD
293,Customer#000000293,7ynwX7lZ3o2cmAWSkKAc3edKa 8yT,BRAZIL,AMERICA,12-887-984-5485,-43.79,MACHINERY
294,Customer#000000294,hSaNqI1P2IyEFHY0r0PsPkMqt,CHINA,ASIA,28-187-946-4260,-994.79,BUILDING
295,Customer#000000295,mk649IH6njR14woTVZ1cxtlNs URxBHD5o5z2,ALGERIA,AFRICA,10-340-773-4322,9497.89,HOUSEHOLD
296,Customer#000000296,4eyqk2zpg4m V JGEtgwNmCq3c,MOROCCO,AFRICA,25-875-178-1959,8081.52,BUILDING
297,Customer#000000297,"hzg,409pj0",MOROCCO,AFRICA,25-915-518-8800,7096.32,HOUSEHOLD
298,Customer#000000298,"jFKF3w 8aegECg7mP,qtuR9IsTSYQlEXq",VIETNAM,ASIA,31-542-157-4074,3812.84,BUILDING
299,Customer#000000299,3F3Q0fTkjIv1UfJbcN7,EGYPT,MIDDLE EAST,14-948-474-7353,5380.5,HOUSEHOLD
300,Customer#000000300,I0fJfo60DRqQ,GERMANY,EUROPE,17-165-193-5964,8084.92,AUTOMOBILE
301,Customer#000000301,FtFq9Cgg5UAzUL,GERMANY,EUROPE,17-265-345-9265,9305.05,HOUSEHOLD
302,Customer#000000302,cJ3cHoAjAiaxTU2t87EJM,EGYPT,MIDDLE EAST,14-152-594-2967,1107.42,MACHINERY
303,Customer#000000303,5pSw0OIoNRcpyTEEI1gZ6zRMyJ0UGhJdD,CANADA,AMERICA,13-184-254-6407,9339.57,AUTOMOBILE
304,Customer#000000304,Cilvb3k8ghDX4,ALGERIA,AFRICA,10-321-698-7663,9217.55,MACHINERY
305,Customer#000000305,"x8kcl,R4Wk",IRAQ,MIDDLE EAST,21-250-654-3339,4356.59,FURNITURE
306,Customer#000000306,ADoOEIr5aQcLIoGJM6nCvPEP 91,IRAN,MIDDLE EAST,20-109-305-9629,3268.01,AUTOMOBILE
307,Customer#000000307,xvkJ13gs7GH,JORDAN,MIDDLE EAST,23-836-934-5394,346.59,FURNITURE
308,Customer#000000308,c9WuNBiEYmGxeBmZaELg WWb,INDONESIA,ASIA,19-992-128-2013,4150.76,HOUSEHOLD
309,Customer#000000309,"6Jg4ECVS2u7i,E",VIETNAM,ASIA,31-231-377-9535,8824.78,FURNITURE
310,Customer#000000310,QZnc5mkLIPh6JGrzcHmRzCiL0AmdE92vyM,ARGENTINA,AMERICA,11-838-647-9285,3186.57,FURNITURE
311,Customer#000000311,dvpNARle3mR19GD4s2gpEbkL2mZV3uvV6P,UNITED KINGDOM,EUROPE,33-919-292-8822,6589.5,AUTOMOBILE
312,Customer#000000312,cH6XucXV0V,FRANCE,EUROPE,16-316-482-2555,-178.84,AUTOMOBILE
313,Customer#000000313,Ay52vCrTXsSmp7TmQ1kujvuItfLGx,ALGERIA,AFRICA,10-401-786-6040,6115.81,HOUSEHOLD
314,Customer#000000314,"8,tdTVYGYoYRaAKwG 6aDJna4Cfjt,F9DDCC2",JORDAN,MIDDLE EAST,23-366-243-4713,2394.92,MACHINERY
315,Customer#000000315,pXaKKTCTyc UI3tglBaWRimosymG6ZyOCyb6Vb3M,GERMANY,EUROPE,17-442-286-3594,348.58,FURNITURE
316,Customer#000000316,zE dN3aqjaG,INDIA,ASIA,18-171-394-5011,4571.78,MACHINERY
317,Customer#000000317,uOeuL8DG1j,ROMANIA,EUROPE,29-615-537-8871,956.88,HOUSEHOLD
318,Customer#000000318,PtJQn0IjYtShb1f2uYTYBnnmUeGNiwcALU,ALGERIA,AFRICA,10-229-548-7118,9149.98,HOUSEHOLD
319,Customer#000000319," UQ5mF3sdoZT2",FRANCE,EUROPE,16-734-928-1642,1834.36,FURNITURE
320,Customer#000000320,pO8rWSwK j,JAPAN,ASIA,22-358-857-3698,6082.74,MACHINERY
321,Customer#000000321,"g3,8g XHACSvjZtJuiNk5BYiyPFnIxg",SAUDI ARABIA,MIDDLE EAST,30-114-675-9153,7718.77,FURNITURE
322,Customer#000000322,bWRyCyjH5OfGX,SAUDI ARABIA,MIDDLE EAST,30-660-202-7517,4489.98,HOUSEHOLD
323,Customer#000000323,"ZLnVZ CXRi2,QDrlo",CHINA,ASIA,28-347-223-6024,1137.67,AUTOMOBILE
324,Customer#000000324,"fiW1n6dLSVRkXj7kU1768UI2w1vMxEde5a ",BRAZIL,AMERICA,12-722-560-7023,806.59,FURNITURE
325,Customer#000000325,Z I43vl3ta3iYmjXNaSM d6Pe24ibjhdvPSi,MOROCCO,AFRICA,25-823-702-9630,2377.34,HOUSEHOLD
326,Customer#000000326,nWDOTh6X019pfBtV3ikACYZiMjGykLrFnuyAo2,BRAZIL,AMERICA,12-447-614-7494,1906.52,HOUSEHOLD
327,Customer#000000327,UyKulwfNnX4l4ba1vQtwCWw8WNP50U8DCU,INDIA,ASIA,18-606-718-3062,8762.16,MACHINERY
328,Customer#000000328,9pu j2HoEf1uhiY3jxE9l9fCRfjoVU,ETHIOPIA,AFRICA,15-817-180-1487,6709.9,BUILDING
329,Customer#000000329,67r6XnIxUVgAc3pRX8tmGOw,IRAQ,MIDDLE EAST,21-106-357-8302,-651.91,BUILDING
330,Customer#000000330,UfNb7T9CTCnsfN3b,SAUDI ARABIA,MIDDLE EAST,30-476-852-2371,8244.73,MACHINERY
331,Customer#000000331,"Ug e2IBbl,LJuqjNz5XeQV",ETHIOPIA,AFRICA,15-411-430-7917,170.27,AUTOMOBILE
332,Customer#000000332,"Jfosq,G6ziag7M04IvCx7SMRafyYvSI,Do",RUSSIA,EUROPE,32-767-972-2596,-267.09,HOUSEHOLD
333,Customer#000000333,"heiloGYs Yey7NKhEFoiNhUBb,QFbjtn5wt",IRAQ,MIDDLE EAST,21-908-534-7709,8018.89,AUTOMOBILE
334,Customer#000000334,OPN1N7t4aQ23TnCpc,EGYPT,MIDDLE EAST,14-947-291-5002,-405.91,BUILDING
335,Customer#000000335,d2JCYLr2F9tC1AZMIvbIYPDQA,VIETNAM,ASIA,31-772-165-3138,6837.46,HOUSEHOLD
336,Customer#000000336,yC zy1i6AGrnykrV McJyjg,BRAZIL,AMERICA,12-345-190-9898,9241.49,AUTOMOBILE
337,Customer#000000337,EluRTlO4pE7u0XSKKyvKvVyt4sADWFRLZuiyn,ALGERIA,AFRICA,10-337-165-1106,-270.59,MACHINERY
338,Customer#000000338," aiYAeWgI0okGSJv7OgvKqMvPLhxF3blT8josX",UNITED KINGDOM,EUROPE,33-302-620-7535,4092.49,FURNITURE
339,Customer#000000339,jUs1Im28boIduGhp5vbKK50gM5ov7xH9G,UNITED STATES,AMERICA,34-992-529-2023,8438.07,HOUSEHOLD
340,Customer#000000340,WRnPrKQmAmoMQgHQERoVOhyTklcHMajJlc,BRAZIL,AMERICA,12-730-681-4571,4667.12,BUILDING
341,Customer#000000341,"4,zQfld2YV9TSeNgCSOvqlxhJvVW8WD",INDONESIA,ASIA,19-870-813-8585,8247.11,FURNITURE
342,Customer#000000342,SpDDdUfraEAfCULAuGLE,CHINA,ASIA,28-690-119-9571,7186.74,AUTOMOBILE
343,Customer#000000343,ejvvSNHIkJVm8I1zpQINNn5yyJbA,CANADA,AMERICA,13-877-910-5134,5521.36,HOUSEHOLD
344,Customer#000000344,"Zasc8,E0VVY",BRAZIL,AMERICA,12-810-788-6699,-544.95,FURNITURE
345,Customer#000000345,"dGFK ICPKxnsAzlX4UYOUf,n200yyEWhIeG",INDONESIA,ASIA,19-209-576-4513,1936.77,AUTOMOBILE
346,Customer#000000346,"K61SvIue3Emcwfel,7f9tO5WyJ58MbT7k3iS",BRAZIL,AMERICA,12-100-890-4659,238.14,FURNITURE
347,Customer#000000347,qRT7WRrnykLDfTc5Ei,ARGENTINA,AMERICA,11-519-832-9913,7348.92,BUILDING
348,Customer#000000348,ciP7BWkhOe1IbbVGlqJePBI6ZwqENkS,JORDAN,MIDDLE EAST,23-986-141-5327,3310.49,HOUSEHOLD
349,Customer#000000349,"vjJBjxjW9uoRZP02nS p6XY5wU6Ic,6xHpxUKA",UNITED KINGDOM,EUROPE,33-818-229-3473,-565.35,BUILDING
350,Customer#000000350,G vBMGVmIOHl7tc4HeNMiMkKY,MOROCCO,AFRICA,25-960-809-3690,19.31,BUILDING
351,Customer#000000351,De35Hx1QiyS0uy,GERMANY,EUROPE,17-873-420-4342,3419.54,AUTOMOBILE
352,Customer#000000352,HqhIE5GRTK0dFtWpJUQENU4aa1bwdsUBEWtzUw,INDONESIA,ASIA,19-906-158-8420,6257.88,HOUSEHOLD
353,Customer#000000353,eftGCmL4b5rAKdvUe9biJXzAH,IRAN,MIDDLE EAST,20-733-644-2244,3199.03,BUILDING
354,Customer#000000354,sV3WgvJA06WngO4,BRAZIL,AMERICA,12-545-101-2447,7095.95,BUILDING
355,Customer#000000355,205r3Xg9ZWjPZNX1z,KENYA,AFRICA,24-656-787-6091,8727.9,FURNITURE
356,Customer#000000356,9RfNXUJivKTonL2bp1eG5IT,IRAN,MIDDLE EAST,20-415-457-4421,2934.06,FURNITURE
357,Customer#000000357,l2C0Xkdib4t4 qKFUcRDOhRQMK7U0,CHINA,ASIA,28-452-965-8560,8747.36,AUTOMOBILE
358,Customer#000000358,F  z jplpUKWz1Hn7p3ez2qTsiIh,ETHIOPIA,AFRICA,15-457-255-3822,-44.66,MACHINERY
359,Customer#000000359,z4lUH9ssc3K2w0UjRIuNRrdqw,KENYA,AFRICA,24-608-547-4751,6375.23,FURNITURE
360,Customer#000000360,"S,6ajyDFO3WUQ0Qr",PERU,AMERICA,27-604-646-1645,6542.83,FURNITURE
361,Customer#000000361,l0F8jMJVe63cb,SAUDI ARABIA,MIDDLE EAST,30-164-267-4590,7451.84,BUILDING
362,Customer#000000362,UscV00TNrNTDddxF7BTk,PERU,AMERICA,27-651-653-4122,6149.01,AUTOMOBILE
363,Customer#000000363,2Koh mYARhsVcFn0U2Abt35qIyedAr1TxP,PERU,AMERICA,27-460-529-3937,-573.86,HOUSEHOLD
364,Customer#000000364,"SQ3b5Q5OtrmmZjJ87tq,o1TiXKVJQ0M7ZOuud",UNITED KINGDOM,EUROPE,33-492-647-4972,32.24,HOUSEHOLD
365,Customer#000000365,QiZRz y1xU,UNITED STATES,AMERICA,34-708-696-5226,737.03,HOUSEHOLD
366,Customer#000000366,pPQektSfn55AC7s9SRFkj07I2yXqakvCa,CANADA,AMERICA,13-915-531-6826,-729.74,MACHINERY
367,Customer#000000367,yZaDoEZCqt2VMTVKoZUkf6gJ4yj,JORDAN,MIDDLE EAST,23-939-319-4691,9108.65,HOUSEHOLD
368,Customer#000000368,9p ReFA4fseKWYUaUHi,RUSSIA,EUROPE,32-552-596-4994,84.72,MACHINERY
369,Customer#000000369,"ge1XhgI3ADIkvLr5GPMqpup,hzlTVv",INDIA,ASIA,18-333-644-9832,2881.06,FURNITURE
370,Customer#000000370,oyAPndV IN,JAPAN,ASIA,22-524-280-8721,8982.79,FURNITURE
371,Customer#000000371,dnxjCYwhuSHx 9KX38nV0R16fG,RUSSIA,EUROPE,32-119-346-2028,7789.14,AUTOMOBILE
372,Customer#000000372,aKPMNZfbgV0neVIBo,ROMANIA,EUROPE,29-226-339-6392,-921.91,MACHINERY
373,Customer#000000373,"2hrQ wHkbaNlJCzY,mVkugMIE 8ryNlaA3JHDTjJ",SAUDI ARABIA,MIDDLE EAST,30-883-170-4010,2354.06,MACHINERY
374,Customer#000000374,"fg4eklU1,UaFOan",RUSSIA,EUROPE,32-282-723-3627,6718.78,AUTOMOBILE
375,Customer#000000375,e53JADEeGvM1ikhN7aa,MOROCCO,AFRICA,25-575-273-9756,5562.22,HOUSEHOLD
376,Customer#000000376,4NwsvFQU T4mSgzvU1Rx2ZtHOGyaNyhe,MOZAMBIQUE,AFRICA,26-437-952-8986,4231.45,AUTOMOBILE
377,Customer#000000377,"PA4levhyD,Rvr0JHQ4QNOqJ9gW YXE",UNITED KINGDOM,EUROPE,33-260-610-4079,1043.72,MACHINERY
378,Customer#000000378,"133stqM9 LT,a2BSlbm49 nXreFggaZgW6P6J",RUSSIA,EUROPE,32-147-793-4825,5718.05,BUILDING
379,Customer#000000379,"t3QzCf,q1NbshmjOIUY",GERMANY,EUROPE,17-228-550-9246,5348.11,AUTOMOBILE
380,Customer#000000380,n2w3Jd1bipwICbOVgrELzcNRexmWSklo,VIETNAM,ASIA,31-538-493-4229,2755.46,BUILDING
381,Customer#000000381,w3zVseYDbjBbzLld,ETHIOPIA,AFRICA,15-860-208-7093,9931.71,BUILDING
382,Customer#000000382,"UdgAMamK5JnSykA,ZPfR5W5zRFatDUye",INDIA,ASIA,18-942-650-6657,6269.42,AUTOMOBILE
383,Customer#000000383,iBIHYgXvVDpu6qq7FlqXVcAIDAzv4qs,BRAZIL,AMERICA,12-868-920-9034,-849.44,MACHINERY
384,Customer#000000384,kDDMb3ML nUSu2Sn7CUHyZVedAFUx9,INDONESIA,ASIA,19-271-453-8361,-614.3,HOUSEHOLD
385,Customer#000000385,zJvPI24TSPpiFzYfu3RvTKQ9,CANADA,AMERICA,13-741-675-6890,2457.09,AUTOMOBILE
386,Customer#000000386,DeQxsCxixT8RQ7JV6mddRYGDGQ2WM94,UNITED STATES,AMERICA,34-193-143-1425,232.01,BUILDING
387,Customer#000000387,Yj 9g1mNu00rKRkc1ovOmptsPI,CHINA,ASIA,28-694-363-3673,3404.23,HOUSEHOLD
388,Customer#000000388,dV4lqEufXkF8R,GERMANY,EUROPE,17-856-814-6352,1938.05,HOUSEHOLD
389,Customer#000000389,"ij8KNM0,HRvIvnvY w8jQK4zvr1EOO9YM",INDONESIA,ASIA,19-264-943-1253,-307.61,AUTOMOBILE
390,Customer#000000390,"Nsc3VZZnVsw0mLAnqqzVz,",EGYPT,MIDDLE EAST,14-812-253-6693,8862.18,HOUSEHOLD
391,Customer#000000391,q10SV05KB1038lzUR8P,IRAQ,MIDDLE EAST,21-604-451-4462,4801.3,HOUSEHOLD
392,Customer#000000392,H7M6JObndO,PERU,AMERICA,27-601-793-2507,8492.33,BUILDING
393,Customer#000000393,RSELskV44I3LFA9VLGY2Qe,SAUDI ARABIA,MIDDLE EAST,30-749-949-5915,3593.57,FURNITURE
394,Customer#000000394,"nxW1jt,MQvImdr z72gAt1bslnfEipCh,bKZN",UNITED KINGDOM,EUROPE,33-422-600-6936,5200.96,MACHINERY
395,Customer#000000395,b06rg6Cl5W,MOROCCO,AFRICA,25-804-388-6600,4582.28,HOUSEHOLD
396,Customer#000000396,"miE7JrCdGpQkF4zYJ27tBdSu IYhQ HXx0 ",RUSSIA,EUROPE,32-902-936-4845,1433.5,BUILDING
